"pathway","pval","padj","log2err","ES","NES","size","query_gene","rank_by_NES","self_enrichment_rank"
"EZH2",0.726600985221675,0.97026927672089,0.070619624712259,0.231805722061083,0.858644195544075,34,"ZBTB33",89,82
"FLI1",0.5225,0.897498223169865,0.0538979025357319,-0.190275779213664,-0.980867905182183,516,"ZBTB33",56,82
"FOS",0.950248756218905,0.986566265060241,0.0940503465727813,0.152921378516622,0.859203131029019,437,"ZBTB33",88,82
"FOSL2",0.29608938547486,0.836511299435028,0.132846300606183,0.244588085863572,1.08656374547638,82,"ZBTB33",28,82
"FOXA1",0.0527131689516057,0.633582709891937,0.321775918075361,0.262993074421784,1.26515633503603,119,"ZBTB33",7,82
"FOXA2",0.8875,0.971561515969411,0.0725351864394589,0.169208046437419,0.852769417897916,154,"ZBTB33",90,82
"FOXM1",0.902234636871508,0.971561515969411,0.066132620475844,0.178557093874299,0.793226145976928,82,"ZBTB33",100,82
"FOXP2",0.228951255539143,0.836511299435028,0.106729884364606,-0.256999746016048,-1.1245831407155,123,"ZBTB33",22,82
"GABPA",0.653518123667377,0.897498223169865,0.0363018462359236,-0.175916709373615,-0.963665955183241,1553,"ZBTB33",66,82
"GATA1",0.483870967741935,0.897498223169865,0.0571258510018113,-0.193847353260046,-0.992367875675764,453,"ZBTB33",54,82
"GATA2",0.898368883312422,0.971561515969411,0.0287861460642093,-0.165727009105948,-0.847227449851897,448,"ZBTB33",92,82
"HDAC2",0.599402092675635,0.897498223169865,0.055826471778749,-0.215131250288683,-0.932476108905619,116,"ZBTB33",78,82
"HNF4A",0.180288461538462,0.773737980769231,0.108820126769161,-0.210910120350627,-1.10364785857453,622,"ZBTB33",24,82
"IRF1",0.0895953757225433,0.633582709891937,0.178219874951973,-0.268433172717855,-1.24385199528453,181,"ZBTB33",9,82
"IRF3",0.830024813895782,0.971561515969411,0.0321428397352941,-0.170789001847412,-0.874324648243902,453,"ZBTB33",86,82
"IRF8",0.179321486268174,0.773737980769231,0.129442887745046,-0.324972511657397,-1.2145757637168,48,"ZBTB33",12,82
"KAT2A",0.0792838874680307,0.633582709891937,0.257206466468838,0.302754037627044,1.32064346093792,67,"ZBTB33",3,82
"KLF4",0.957831325301205,0.986566265060241,0.0232248320654428,-0.159094943724965,-0.830533728203456,596,"ZBTB33",95,82
"MAX",0.547568710359408,0.897498223169865,0.0440640346597561,-0.1793894510492,-0.984171822932634,1649,"ZBTB33",55,82
"MYC",0.282110152525215,0.836511299435028,0.203508959461977,0.169547803732278,1.02625809347864,1219,"ZBTB33",45,82
"MYC",0.00143986958598106,0.148306567356049,0.45505986738723,0.233468751492655,1.31668533286661,477,"ZBTB33",4,82
"MYOD1",0.928813559322034,0.986265944434737,0.041488040200221,-0.188156217677934,-0.707007863248497,52,"ZBTB33",103,82
"NANOG",0.0331237514178682,0.48739234229149,0.321775918075361,-0.264324167260128,-1.29844286070203,292,"ZBTB33",5,82
"NELFE",0.473988439306358,0.897498223169865,0.0653834195468773,-0.21448925868263,-0.993889427592883,181,"ZBTB33",53,82
"NFE2L2",0.465346534653465,0.897498223169865,0.0588438169595807,-0.195615573188026,-1.00174963088032,452,"ZBTB33",50,82
"NFIC",0.564516129032258,0.897498223169865,0.0992333343771191,0.186213909118963,0.97110725477286,190,"ZBTB33",62,82
"NFYA",0.824786324786325,0.971561515969411,0.0248493879589072,-0.16775905249014,-0.918269480845615,1538,"ZBTB33",80,82
"NFYB",0.761071060762101,0.97026927672089,0.0271669768425399,-0.171466060283283,-0.948069627482514,2446,"ZBTB33",74,82
"NR2C2",0.101167315175097,0.651264591439689,0.282013350011725,0.213731861588752,1.14651926592307,268,"ZBTB33",20,82
"NRF1",0.593073593073593,0.897498223169865,0.041488040200221,-0.178642201750602,-0.972001365144961,1369,"ZBTB33",60,82
"PBX3",0.996571428571429,0.996571428571429,0.0175479783225763,-0.147224339354889,-0.783270923445012,810,"ZBTB33",101,82
"PML",0.978982300884956,0.994806833624539,0.0165175643261291,-0.155926819358546,-0.842916316269545,1162,"ZBTB33",93,82
"POU5F1",0.0825688073394495,0.633582709891937,0.276500599254472,0.247392817558254,1.22187147990011,133,"ZBTB33",11,82
"PPARD",0.069423929098966,0.633582709891937,0.206587922696891,-0.282998363434761,-1.27319745426718,146,"ZBTB33",6,82
"PPARG",0.529411764705882,0.897498223169865,0.0553642837725362,-0.194521526816977,-0.973652683345778,350,"ZBTB33",58,82
"RAD21",0.352428393524284,0.842520265291083,0.0727141077934447,-0.202259703017554,-1.03841672124546,481,"ZBTB33",39,82
"RCOR1",0.4725,0.897498223169865,0.0585937568945671,-0.193292465937621,-0.996418866002034,516,"ZBTB33",51,82
"RELA",0.9055330634278,0.971561515969411,0.0319980480340634,-0.169857222847459,-0.821176646355217,256,"ZBTB33",97,82
"REST",0.854341736694678,0.971561515969411,0.0689567351672811,0.18253591527824,0.820876421510783,86,"ZBTB33",98,82
"REST",0.88695652173913,0.971561515969411,0.0289274314524646,-0.166608511810967,-0.850593257932802,440,"ZBTB33",91,82
"RFX5",0.643835616438356,0.897498223169865,0.112843355675562,0.171493140047909,0.94857393763579,373,"ZBTB33",72,82
"RUNX1",0.308219178082192,0.836511299435028,0.0751181635276301,-0.197279704088666,-1.04943326515471,808,"ZBTB33",37,82
"SALL4",0.892703862660944,0.971561515969411,0.0354665010333725,-0.173487131018735,-0.812745919129495,196,"ZBTB33",99,82
"SIN3A",0.376271186440678,0.842520265291083,0.0646484568421928,-0.192463837466801,-1.02876594911892,880,"ZBTB33",43,82
"SIX5",0.845528455284553,0.971561515969411,0.0279402790995263,-0.168681782859755,-0.890870691055737,702,"ZBTB33",83,82
"SMAD4",0.28898426323319,0.836511299435028,0.0908241419007155,-0.231084480017727,-1.08221410395722,198,"ZBTB33",30,82
"SMC3",0.371184371184371,0.842520265291083,0.069119845655101,-0.198049525896793,-1.02869842998297,557,"ZBTB33",44,82
"SOX2",0.25859872611465,0.836511299435028,0.0905428948469474,-0.214193604237821,-1.08058326998465,377,"ZBTB33",31,82
"SP1",0.580200501253133,0.897498223169865,0.0491927521045191,-0.187267182237126,-0.964506549612293,503,"ZBTB33",65,82
"SP2",0.9518779342723,0.986566265060241,0.0220834140571177,-0.157895964477348,-0.833301660571988,685,"ZBTB33",94,82
"SPI1",0.00955497174659433,0.251822369927984,0.380730400722792,-0.237099912415411,-1.25805283190106,776,"ZBTB33",8,82
"SPI1",0.144456886898096,0.763794983642312,0.118815039412263,-0.20611379075467,-1.1058078018126,943,"ZBTB33",23,82
"SRF",0.642105263157895,0.897498223169865,0.0965629554309422,0.179918578634118,0.948417333234341,217,"ZBTB33",73,82
"STAT3",0.493253373313343,0.897498223169865,0.0652353056017703,-0.229343088405873,-0.979731024136704,101,"ZBTB33",57,82
"STAT3",0.835820895522388,0.971561515969411,0.0319257308349884,-0.171112124305694,-0.879329098062751,477,"ZBTB33",84,82
"STAT5A",0.325478645066274,0.838107511045656,0.0857844408075645,-0.235595709961519,-1.07145924219869,157,"ZBTB33",33,82
"SUZ12",0.267148014440433,0.836511299435028,0.161978948883402,0.201117370653174,1.07031975761879,228,"ZBTB33",34,82
"TAF1",0.806153846153846,0.971561515969411,0.0238622865877092,-0.169797085367016,-0.939380433345477,2615,"ZBTB33",75,82
"TAF7",0.3,0.836511299435028,0.181383128498408,0.187794394125162,1.05416587158922,441,"ZBTB33",36,82
"TCF3",0.0922693266832918,0.633582709891937,0.161978948883402,-0.230763392291684,-1.18404976123543,470,"ZBTB33",17,82
"TCF3",0.361676646706587,0.842520265291083,0.0694481442003175,-0.197807606917715,-1.03594713247841,624,"ZBTB33",42,82
"TCF7L2",0.598978288633461,0.897498223169865,0.0486034247259069,-0.18869159473782,-0.950818206705436,386,"ZBTB33",71,82
"TP53",0.747041420118343,0.97026927672089,0.0452247443372884,-0.195560422030057,-0.872166983118533,140,"ZBTB33",87,82
"TP63",0.402469135802469,0.863631687242798,0.0656813601934011,-0.196865522941027,-1.01826990258783,521,"ZBTB33",48,82
"TRIM28",0.754874651810585,0.97026927672089,0.0749278818393739,0.196744908773677,0.879087035882024,85,"ZBTB33",85,82
"TRIM28",0.121661721068249,0.73712689823704,0.222056046145248,0.255658361170035,1.20515706257238,107,"ZBTB33",13,82
"UBTF",0.148309705561614,0.763794983642312,0.115240003147781,-0.201997714327258,-1.09590405454132,1222,"ZBTB33",26,82
"USF1",0.0899001109877913,0.633582709891937,0.154190966581424,-0.210752016098909,-1.13473757350311,993,"ZBTB33",21,82
"USF2",0.0149434529325688,0.256529275342432,0.380730400722792,-0.233529840980704,-1.23825951862918,765,"ZBTB33",10,82
"VDR",0.498771498771499,0.897498223169865,0.0905428948469474,0.243238580732319,0.963121596091604,43,"ZBTB33",67,82
"YY1",0.801678908709339,0.971561515969411,0.025411808387565,-0.169377965263603,-0.934411474280043,2111,"ZBTB33",77,82
"YY1",0.287061994609164,0.836511299435028,0.0878312634480124,-0.221100051439431,-1.07166170017775,262,"ZBTB33",32,82
"ZBTB33",0.76302729528536,0.97026927672089,0.0361491929398957,-0.176436174493965,-0.911598918680758,518,"ZBTB33",82,82
"ZBTB7A",0.157894736842105,0.773737980769231,0.110122263835536,-0.199435660321699,-1.08758492421534,1414,"ZBTB33",27,82
"ZC3H11A",0.375796178343949,0.842520265291083,0.0822054920415869,-0.255327371727152,-1.04255079680653,77,"ZBTB33",38,82
"ZEB1",0.893564356435644,0.971561515969411,0.0607719451853533,0.185042006734901,0.764545113949481,55,"ZBTB33",102,82
"ZKSCAN1",0.276827371695179,0.836511299435028,0.0982123351217438,-0.264724852897768,-1.10057862982607,85,"ZBTB33",25,82
"ZMIZ1",0.719424460431655,0.97026927672089,0.137250779610133,0.163710457700313,0.958690081472904,700,"ZBTB33",68,82
"ZNF384",0.0637019230769231,0.633582709891937,0.193813302725311,-0.227268584908639,-1.18509430183393,588,"ZBTB33",16,82
"AR",0.227941176470588,0.925953270216277,0.086794975677172,-0.232136925517577,-1.09873758017643,431,"ZBTB7A",25,31
"ATF2",0.956043956043956,0.999000999000999,0.00978249842757038,-0.178238029161335,-0.880451201759035,2025,"ZBTB7A",85,31
"ATF3",0.0825,0.606964285714286,0.172324344900946,-0.328841208280404,-1.31943697295423,85,"ZBTB7A",4,31
"BCL3",0.785304247990815,0.943223443223443,0.0310617758113358,-0.194114705796204,-0.847954107604594,160,"ZBTB7A",92,31
"BCLAF1",0.766564729867482,0.943223443223443,0.0262543396498271,-0.189896716481767,-0.91422231686144,605,"ZBTB7A",73,31
"BHLHE40",0.704422869471413,0.943223443223443,0.0333092817548776,-0.19653383460941,-0.902952582900161,268,"ZBTB7A",76,31
"BRCA1",0.273726273726274,0.932266643788607,0.0743625384422526,-0.211054347576099,-1.04333163343534,2347,"ZBTB7A",36,31
"CBX3",0.757085020242915,0.943223443223443,0.0952879846194844,0.202211430469724,0.874255458309084,53,"ZBTB7A",87,31
"CEBPB",0.618247298919568,0.943223443223443,0.0443293451680314,-0.221174383814398,-0.923806159778707,113,"ZBTB7A",70,31
"CEBPD",0.431372549019608,0.943223443223443,0.0538979025357319,-0.213315552275836,-1.02174083411624,541,"ZBTB7A",42,31
"CHD1",0.205549845837616,0.925953270216277,0.0913924325943768,-0.229641064691407,-1.10054482821043,526,"ZBTB7A",24,31
"CREB1",0.67032967032967,0.943223443223443,0.0319980480340634,-0.19600735362447,-0.96498724941803,1625,"ZBTB7A",55,31
"CREB1",0.588,0.943223443223443,0.0382416816260774,-0.199371346170442,-0.974442910601738,1124,"ZBTB7A",53,31
"CTCF",0.386546184738956,0.943223443223443,0.0577308549299813,-0.212289087330154,-1.03258711810546,939,"ZBTB7A",41,31
"E2F1",0.055668016194332,0.550802139037433,0.190023305279108,-0.245317589627496,-1.18373077290611,673,"ZBTB7A",11,31
"E2F4",4.43393120057791e-05,0.00456694913659525,0.557332238758646,-0.304956888625527,-1.46800575837125,613,"ZBTB7A",2,31
"E2F6",0.03996003996004,0.514485514485514,0.224966093540314,-0.227834792005535,-1.12600089597023,2119,"ZBTB7A",19,31
"EGR1",0.40293453724605,0.943223443223443,0.0613026075396207,-0.233781030485466,-1.03568275637257,181,"ZBTB7A",40,31
"EGR1",0.90041928721174,0.976244069292729,0.0185498307405843,-0.173996786576321,-0.816655782893853,368,"ZBTB7A",95,31
"ELF1",0.99,0.999000999000999,0.00480899561354898,-0.166878370736193,-0.823740234831105,1798,"ZBTB7A",94,31
"ERG",0.466183574879227,0.943223443223443,0.057609110864425,-0.241584571699838,-1.00404782407434,108,"ZBTB7A",48,31
"ESR1",0.280585106382979,0.932266643788607,0.0883594442500905,-0.294838116315884,-1.12445531785758,61,"ZBTB7A",21,31
"ETS1",0.681765389082462,0.943223443223443,0.0383205781976994,-0.20786745857392,-0.890109148093196,130,"ZBTB7A",79,31
"EZH2",0.260705289672544,0.925953270216277,0.0894366833718621,-0.284276410825933,-1.13400733002136,83,"ZBTB7A",18,31
"EZH2",0.415032679738562,0.943223443223443,0.119887845115423,0.258978478862786,1.02029525381808,34,"ZBTB7A",43,31
"FLI1",0.992783505154639,0.999000999000999,0.00906269502060309,-0.153606877906062,-0.735401682062578,516,"ZBTB7A",102,31
"FOS",0.656903765690377,0.943223443223443,0.0351652290409302,-0.19807030935957,-0.938764807598339,437,"ZBTB7A",64,31
"FOSL2",0.201511335012594,0.925953270216277,0.104732821580651,-0.295570320300549,-1.17858962004422,82,"ZBTB7A",13,31
"FOXA1",0.876631079478055,0.969267139479905,0.0271669768425399,-0.184270717239573,-0.776926734302587,119,"ZBTB7A",100,31
"FOXA2",0.512672811059908,0.943223443223443,0.051011413203915,-0.227646231686061,-0.987774048834439,154,"ZBTB7A",51,31
"FOXM1",0.00249546381385579,0.0856775909423822,0.431707695803346,-0.423581166083867,-1.68903415297258,82,"ZBTB7A",1,31
"FOXP2",0.701388888888889,0.943223443223443,0.136490437780413,0.179812370895541,0.910258075764887,123,"ZBTB7A",74,31
"GABPA",0.929070929070929,0.986539233961914,0.012605799966357,-0.179972976774645,-0.88526352748909,1553,"ZBTB7A",83,31
"GATA1",0.2429614181439,0.925953270216277,0.0828962134571565,-0.230235622886012,-1.0942659219641,453,"ZBTB7A",27,31
"GATA2",0.38848167539267,0.943223443223443,0.059476028695732,-0.218464258575281,-1.03675168688695,448,"ZBTB7A",39,31
"HDAC2",0.568019093078759,0.943223443223443,0.047925896705813,-0.226241165740544,-0.949836137255858,116,"ZBTB7A",62,31
"HNF4A",0.141403865717192,0.925953270216277,0.11378726182188,-0.233632120154803,-1.12523366919689,622,"ZBTB7A",20,31
"IRF1",0.0351292846728607,0.514485514485514,0.321775918075361,-0.310742095796954,-1.37663107065476,181,"ZBTB7A",3,31
"IRF3",0.794577685088634,0.943223443223443,0.0255522951965404,-0.186871012115455,-0.888162213117315,453,"ZBTB7A",81,31
"IRF8",0.975476839237057,0.999000999000999,0.0287861460642093,-0.168945242435673,-0.618168840418003,48,"ZBTB7A",103,31
"KAT2A",0.819843342036554,0.943223443223443,0.0351652290409302,-0.206308841116579,-0.795547305624953,67,"ZBTB7A",99,31
"KLF4",0.769938650306748,0.943223443223443,0.0261841515946199,-0.189130305368387,-0.910196665529634,596,"ZBTB7A",75,31
"MAX",0.0139742957193097,0.359838114772225,0.380730400722792,-0.239373058282998,-1.17870191929038,1649,"ZBTB7A",12,31
"MYC",0.000803809064857257,0.0413961668401488,0.477270815362862,-0.260923897774465,-1.27513338706543,1219,"ZBTB7A",6,31
"MYC",0.0206999007079429,0.426417954583624,0.352487857583619,-0.265970350297151,-1.26839393137016,477,"ZBTB7A",7,31
"MYOD1",0.660377358490566,0.943223443223443,0.0466015072985992,-0.236941793390914,-0.880464224166261,52,"ZBTB7A",84,31
"NANOG",0.828541001064963,0.943223443223443,0.0244268887168729,-0.184021208116985,-0.85004530672021,292,"ZBTB7A",91,31
"NELFE",0.380361173814898,0.943223443223443,0.0640703750499722,-0.235702185133129,-1.04419374093269,181,"ZBTB7A",35,31
"NFE2L2",0.152241918665276,0.925953270216277,0.110564716336619,-0.238825295283537,-1.13460392037671,452,"ZBTB7A",17,31
"NFIC",0.380202474690664,0.943223443223443,0.0639271933359996,-0.234957573785756,-1.04676815486725,190,"ZBTB7A",33,31
"NFYA",0.472527472527473,0.943223443223443,0.0482149710025564,-0.204320982534534,-1.0049786832322,1538,"ZBTB7A",47,31
"NFYB",0.453546453546454,0.943223443223443,0.0500922874402106,-0.203320287666009,-1.00558330043232,2446,"ZBTB7A",46,31
"NR2C2",0.884573894282632,0.969267139479905,0.0214353576364558,-0.177396373794861,-0.815027673141033,268,"ZBTB7A",97,31
"NRF1",0.708,0.943223443223443,0.0293519190331994,-0.193589102411266,-0.949909993163364,1369,"ZBTB7A",61,31
"PBX3",0.754016064257028,0.943223443223443,0.0263245268606861,-0.190329460197393,-0.923662609953509,810,"ZBTB7A",71,31
"PML",0.312625250501002,0.943223443223443,0.0678338263479455,-0.213785064229696,-1.04507085912443,1162,"ZBTB7A",34,31
"POU5F1",0.72485549132948,0.943223443223443,0.0352404270679709,-0.20437074287533,-0.875664312208752,133,"ZBTB7A",86,31
"PPARD",0.177956371986223,0.925953270216277,0.106729884364606,-0.271126205656854,-1.17301729290278,146,"ZBTB7A",15,31
"PPARG",0.7542194092827,0.943223443223443,0.0288567763564905,-0.190534269391268,-0.891459136550979,350,"ZBTB7A",78,31
"RAD21",0.0652173913043478,0.559782608695652,0.176694268938498,-0.249978212188243,-1.19184455627481,481,"ZBTB7A",10,31
"RCOR1",0.579381443298969,0.943223443223443,0.0403295396423143,-0.202853813752807,-0.971174194021794,516,"ZBTB7A",54,31
"RELA",0.776315789473684,0.943223443223443,0.183023938384487,0.16000039091802,0.915630663046173,256,"ZBTB7A",72,31
"REST",0.24748743718593,0.925953270216277,0.0922597260527354,-0.285158153380249,-1.14186380019486,86,"ZBTB7A",16,31
"REST",0.59853249475891,0.943223443223443,0.0395979123961192,-0.202611495366675,-0.959952490754975,440,"ZBTB7A",57,31
"RFX5",0.482142857142857,0.943223443223443,0.0495901956956338,-0.21349846453286,-1.00196240063713,373,"ZBTB7A",49,31
"RUNX1",0.210631895687061,0.925953270216277,0.0886261133285098,-0.224599088325886,-1.0903322950748,808,"ZBTB7A",28,31
"SALL4",0.704367301231803,0.943223443223443,0.035090109926935,-0.201925340764743,-0.902565543189414,196,"ZBTB7A",77,31
"SIN3A",0.299899699097292,0.943223443223443,0.0699458736501659,-0.218144501584682,-1.05970972883967,880,"ZBTB7A",32,31
"SIX5",0.033434650455927,0.514485514485514,0.248911114434702,-0.25095822672242,-1.21123224279364,702,"ZBTB7A",8,31
"SMAD4",0.733482642777156,0.943223443223443,0.0331626424471441,-0.198968187715623,-0.889497186612813,198,"ZBTB7A",80,31
"SMC3",0.0769230769230769,0.606964285714286,0.160801401070022,-0.244234507995869,-1.17317670250669,557,"ZBTB7A",14,31
"SOX2",0.861052631578947,0.964004576659039,0.0215798086475871,-0.181131731391103,-0.850321546080694,377,"ZBTB7A",90,31
"SP1",0.25360824742268,0.925953270216277,0.0799858801499946,-0.227473805388846,-1.08752746970514,503,"ZBTB7A",29,31
"SP2",0.677125506072874,0.943223443223443,0.0321428397352941,-0.196794321458341,-0.949048572924249,685,"ZBTB7A",63,31
"SPI1",0.457372116349047,0.943223443223443,0.0498907356726307,-0.207490528980545,-1.00948271579411,943,"ZBTB7A",45,31
"SPI1",0.651256281407035,0.943223443223443,0.0336769978828608,-0.197036199349659,-0.955070957940543,776,"ZBTB7A",58,31
"SRF",0.240384615384615,0.925953270216277,0.287857117255149,0.192560709781911,1.06552479214743,217,"ZBTB7A",30,31
"STAT3",0.599508599508599,0.943223443223443,0.046788296531803,-0.226361944544412,-0.931862043368913,101,"ZBTB7A",66,31
"STAT3",0.833333333333333,0.943223443223443,0.261663521711573,0.160144996456197,0.951429893331962,477,"ZBTB7A",59,31
"STAT5A",0.451945080091533,0.943223443223443,0.0565299525056311,-0.233085639552406,-1.01621142537588,157,"ZBTB7A",44,31
"SUZ12",0.0484581497797357,0.550802139037433,0.213927855492356,-0.283375498463452,-1.28465915420344,228,"ZBTB7A",5,31
"TAF1",0.999000999000999,0.999000999000999,0.0014426950408889,-0.165118037613521,-0.816415249878264,2615,"ZBTB7A",96,31
"TAF7",0.0588235294117647,0.550802139037433,0.188204146308491,-0.254133517643882,-1.20379169548237,441,"ZBTB7A",9,31
"TCF3",0.699792960662526,0.943223443223443,0.031636972118622,-0.194447647683211,-0.926794616113454,470,"ZBTB7A",68,31
"TCF3",0.828077314343845,0.943223443223443,0.0218679438176212,-0.184342733258655,-0.887716061920029,624,"ZBTB7A",82,31
"TCF7L2",0.391806722689076,0.943223443223443,0.059221919380382,-0.220774949097962,-1.04002150556944,386,"ZBTB7A",37,31
"TP53",0.828143021914648,0.943223443223443,0.0286449572929609,-0.189046423575854,-0.81356908789345,140,"ZBTB7A",98,31
"TP63",0.193216855087359,0.925953270216277,0.0949751525905595,-0.231612645616269,-1.1093878195934,521,"ZBTB7A",22,31
"TRIM28",0.48125,0.943223443223443,0.0577308549299813,-0.246318873112433,-0.988325733324254,85,"ZBTB7A",50,31
"TRIM28",0.567469879518072,0.943223443223443,0.0484087618816951,-0.2290165505629,-0.951293808873523,107,"ZBTB7A",60,31
"UBTF",0.971915747241725,0.999000999000999,0.00829069833204511,-0.171356433964189,-0.837246774795064,1222,"ZBTB7A",93,31
"USF1",0.362725450901804,0.943223443223443,0.060640400949416,-0.213023479033201,-1.03732766218435,993,"ZBTB7A",38,31
"USF2",0.189949748743719,0.925953270216277,0.0946646223153342,-0.22670553285279,-1.09870051023214,765,"ZBTB7A",26,31
"VDR",0.320224719101124,0.943223443223443,0.0840745577910723,-0.310716469976193,-1.10144863318084,43,"ZBTB7A",23,31
"YY1",0.813186813186813,0.943223443223443,0.0218679438176212,-0.189481883051044,-0.936236065867577,2111,"ZBTB7A",65,31
"YY1",0.765021459227468,0.943223443223443,0.0289981119993578,-0.190055945850185,-0.872837735952323,262,"ZBTB7A",89,31
"ZBTB33",0.608427543679342,0.943223443223443,0.0379271467108098,-0.20078888991961,-0.96195213042234,518,"ZBTB7A",56,31
"ZBTB7A",0.227,0.925953270216277,0.0843144320642653,-0.216418267605877,-1.06240753836671,1414,"ZBTB7A",31,31
"ZC3H11A",0.476851851851852,0.943223443223443,0.135002033828631,0.207917870768846,0.983465750207786,77,"ZBTB7A",52,31
"ZEB1",0.92156862745098,0.986539233961914,0.0824344091527096,0.171859142008441,0.754803273455978,55,"ZBTB7A",101,31
"ZKSCAN1",0.69625,0.943223443223443,0.0407403526717903,-0.217735326465759,-0.873637588061072,85,"ZBTB7A",88,31
"ZMIZ1",0.737373737373737,0.943223443223443,0.0277995594097672,-0.191937591713117,-0.926979852318722,700,"ZBTB7A",67,31
"ZNF384",0.71617497456765,0.943223443223443,0.0296354881939192,-0.192319514358841,-0.926719841839033,588,"ZBTB7A",69,31
"AR",0.83989501312336,0.930206304857054,0.0342688261591917,0.169362728202829,0.88286543441972,431,"ZC3H11A",91,25
"ATF2",0.680735930735931,0.872766684182869,0.035090109926935,0.168540320201616,0.960447913143091,2025,"ZC3H11A",75,25
"ATF3",0.289176090468498,0.647502985179462,0.0978773277424561,0.25665514609898,1.09134786554686,85,"ZC3H11A",36,25
"BCL3",0.369627507163324,0.732146793035045,0.118815039412263,-0.202884842494502,-1.02212188766898,160,"ZC3H11A",52,25
"BCLAF1",0.70375,0.872766684182869,0.0402477565068868,0.173933984326548,0.933696339674678,605,"ZC3H11A",82,25
"BHLHE40",0.622775800711744,0.872766684182869,0.0992333343771191,-0.1781210069647,-0.962347087477447,268,"ZC3H11A",72,25
"BRCA1",0.954352441613588,0.973250509764352,0.0153676328786693,0.156092243909415,0.893301703697603,2347,"ZC3H11A",88,25
"CBX3",0.486818980667838,0.799079552925707,0.0738052724171275,0.254375006969212,0.982469701730521,53,"ZC3H11A",66,25
"CEBPB",0.332273449920509,0.684483306836248,0.0888945288620449,0.239610105009122,1.06697948291814,113,"ZC3H11A",43,25
"CEBPD",0.517241379310345,0.807210031347962,0.133554954557592,-0.171384284760961,-0.985149568481797,541,"ZC3H11A",65,25
"CHD1",0.657407407407407,0.872766684182869,0.112378519110475,-0.165563023810787,-0.952047987584039,526,"ZC3H11A",77,25
"CREB1",0.38,0.738490566037736,0.231126709673834,-0.164331410473195,-1.01202416600468,1625,"ZC3H11A",54,25
"CREB1",0.244131455399061,0.622196516933359,0.0891647117820678,0.189219604869708,1.05514724610781,1124,"ZC3H11A",48,25
"CTCF",0.861702127659574,0.934177442528736,0.0278699114874201,0.163393627746724,0.900790112163625,939,"ZC3H11A",87,25
"E2F1",0.154285714285714,0.59316446187873,0.276500599254472,-0.184761112968609,-1.08218721278064,673,"ZC3H11A",39,25
"E2F4",0.00525052342907098,0.135200978298578,0.407017918923954,0.242083400436351,1.29994850152391,613,"ZC3H11A",6,25
"E2F6",0.504273504273504,0.799079552925707,0.0483117581055019,0.174217027813725,0.994485100547754,2119,"ZC3H11A",61,25
"EGR1",0.160606060606061,0.59316446187873,0.193813302725311,-0.220783267374414,-1.13793130701423,181,"ZC3H11A",22,25
"EGR1",0.449333333333333,0.799079552925707,0.0640703750499722,0.195742588090007,1.00696418207522,368,"ZC3H11A",55,25
"ELF1",0.991237677984666,0.992012779552716,0.0148592627836833,0.149726869741117,0.851808900759389,1798,"ZC3H11A",97,25
"ERG",0.358064516129032,0.72314990512334,0.0855356947987884,0.23713627083747,1.04862596969869,108,"ZC3H11A",49,25
"ESR1",0.792703150912106,0.897235434548867,0.0477342401407188,0.20534322838357,0.825894387980418,61,"ZC3H11A",100,25
"ETS1",0.300268096514745,0.658034339170612,0.128788713061714,-0.218469221247008,-1.06667682399177,130,"ZC3H11A",44,25
"EZH2",0.241830065359477,0.622196516933359,0.109684061970549,0.265795684114721,1.12404916508787,83,"ZC3H11A",27,25
"EZH2",0.683098591549296,0.872766684182869,0.0573667426768556,0.244242885685479,0.857192260661767,34,"ZC3H11A",95,25
"FLI1",0.165394402035623,0.59316446187873,0.118287526124085,0.209692618844919,1.11314897222396,516,"ZC3H11A",30,25
"FOS",0.69620253164557,0.872766684182869,0.102821842840815,-0.167182789354508,-0.952157875626179,437,"ZC3H11A",76,25
"FOSL2",0.743654822335025,0.872766684182869,0.0709609456938284,-0.194551401289195,-0.868046348396551,82,"ZC3H11A",93,25
"FOXA1",0.157333333333333,0.59316446187873,0.183023938384487,-0.24494898169654,-1.16999977164764,119,"ZC3H11A",18,25
"FOXA2",0.656967840735069,0.872766684182869,0.0526973085708419,0.195616150008904,0.905821910097706,154,"ZC3H11A",86,25
"FOXM1",0.149746192893401,0.59316446187873,0.183023938384487,-0.266607049035744,-1.18954309163905,82,"ZC3H11A",13,25
"FOXP2",0.559681697612732,0.834826054774241,0.0883594442500905,-0.198648277204158,-0.962098580235796,123,"ZC3H11A",73,25
"GABPA",0.496651785714286,0.799079552925707,0.051011413203915,0.176042238904617,0.996399299438711,1553,"ZC3H11A",60,25
"GATA1",0.178525226390686,0.59316446187873,0.114266502484433,0.211882643398967,1.11056679317219,453,"ZC3H11A",31,25
"GATA2",0.0779220779220779,0.568355855855856,0.181383128498408,0.225526946292942,1.18083558697204,448,"ZC3H11A",15,25
"HDAC2",0.502384737678855,0.799079552925707,0.0672065093710464,0.215552396224526,0.963492171497883,116,"ZC3H11A",70,25
"HNF4A",0.21072319201995,0.622196516933359,0.101350743797099,0.202759984184506,1.08959628170466,622,"ZC3H11A",37,25
"IRF1",0.436363636363636,0.799079552925707,0.11146266692298,-0.193762378364361,-0.998663889181551,181,"ZC3H11A",59,25
"IRF3",0.02664615718832,0.470199933849374,0.352487857583619,0.241165110984563,1.26404862443983,453,"ZC3H11A",10,25
